kingdom,phylum,class,order,family,genus,species,scientificName,decimalLatitude,decimalLongitude,eventDate,month,year
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,"Hirundo rustica Linnaeus, 1758",35.305812,-0.093992,2025-06-21,June,2025
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Aeonium,Aeonium arboreum,Aeonium arboreum (L.) Webb & Berthel.,35.386374,1.36834,2025-03-22,March,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",35.305812,-0.093992,2025-08-15,August,2025
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,Erica scoparia,Erica scoparia L.,36.792393,5.67276,2025-06-16,June,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Eyprepocnemis,Eyprepocnemis plorans,"Eyprepocnemis plorans (Charpentier, 1825)",36.726536,5.035698,2025-03-25,March,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Thymelaea,Thymelaea hirsuta,Thymelaea hirsuta (L.) Endl.,35.305812,-0.093992,2025-09-23,September,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.324994,4.928728,2025-04-10,April,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax,"Nycticorax nycticorax (Linnaeus, 1758)",35.305812,-0.093992,2025-08-15,August,2025
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,"Phoenicopterus roseus Pallas, 1811",35.305812,-0.093992,2025-08-29,August,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys ocymastrum,Stachys ocymastrum (L.) Briq.,36.747876,2.968981,2025-03-13,March,2025
Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,Sympetrum fonscolombii,"Sympetrum fonscolombii (Selys, 1840)",36.748005,2.969887,2025-07-19,July,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",35.305812,-0.093992,2025-06-08,June,2025
Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea,"Motacilla cinerea Tunstall, 1771",36.487544,3.046894,2025-04-25,April,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,Tadorna tadorna,"Tadorna tadorna (Linnaeus, 1758)",36.131948,4.67375,2025-01-08,January,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",35.918789,0.057475,2025-01-01,January,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,Sceliphron spirifex,"Sceliphron spirifex (Linnaeus, 1758)",35.305812,-0.093992,2025-09-15,September,2025
Animalia,Arthropoda,Insecta,Hemiptera,Oxycarenidae,Oxycarenus,Oxycarenus lavaterae,"Oxycarenus lavaterae (Fabricius, 1787)",35.675298,-1.010108,2025-05-02,May,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago lupulina,Medicago lupulina L.,36.467747,4.107603,2025-05-09,May,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus,"Gallinula chloropus (Linnaeus, 1758)",36.764887,3.339797,2025-10-04,October,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calicotome,Calicotome spinosa,Calicotome spinosa (L.) Link,36.283549,4.574701,2025-05-04,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,Trichodes leucopsideus,"Trichodes leucopsideus (Olivier, 1800)",36.17842,4.251087,2025-06-09,June,2025
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,Pteridium aquilinum,Pteridium aquilinum (L.) Kuhn,36.477682,4.241153,2025-07-17,July,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,"Accipiter nisus (Linnaeus, 1758)",36.72526,2.992021,2025-07-31,July,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Galerida,Galerida theklae,"Galerida theklae A.E.Brehm, 1857",35.305812,-0.093992,2025-08-27,August,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",36.755015,2.908997,2025-07-17,July,2025
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca sylvanus,"Macaca sylvanus (Linnaeus, 1758)",36.516418,5.518023,2025-08-03,August,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Xerotricha,Xerotricha conspurcata,"Xerotricha conspurcata (Draparnaud, 1801)",36.7175,2.954944,2025-04-11,April,2025
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Echinops,Echinops bovei,Echinops bovei Boiss.,36.190659,5.390415,2025-04-10,April,2025
Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Menemerus,Menemerus semilimbatus,"Menemerus semilimbatus (Hahn, 1829)",36.338981,4.466748,2025-04-24,April,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,Helianthemum croceum,Helianthemum croceum (Desf.) Pers.,36.292123,5.28682,2025-04-26,April,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,"Actitis hypoleucos (Linnaeus, 1758)",35.305812,-0.093992,2025-10-06,October,2025
Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Aborolabis,Aborolabis mauritanica,"Aborolabis mauritanica (Lucas, 1849)",36.23555,6.529664,2025-04-13,April,2025
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Cicada,Cicada barbara,"Cicada barbara (Stål, 1866)",35.305812,-0.093992,2025-06-28,June,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Enarthrocarpus,Enarthrocarpus clavatus,Enarthrocarpus clavatus Delile ex Godr.,35.191961,2.924269,2025-01-24,January,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",36.42906,2.815049,2025-06-11,June,2025
Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,Argiope bruennichi,"Argiope bruennichi (Scopoli, 1772)",36.751422,5.055771,2025-08-11,August,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,"Apis mellifera Linnaeus, 1758",35.719955,-0.596368,2025-10-03,October,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",36.188168,4.682366,2025-02-24,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-09-11,September,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",35.305812,-0.093992,2025-06-28,June,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Tropinota,Tropinota squalida,"Tropinota squalida pilosa (Brulle, 1832)",36.421399,4.659205,2025-03-27,March,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,Erithacus rubecula,"Erithacus rubecula (Linnaeus, 1758)",36.324994,4.928728,2025-03-22,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,Polistes gallicus,"Polistes gallicus (Linnaeus, 1767)",36.72403,5.030617,2025-07-25,July,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Rhodometra,Rhodometra sacraria,"Rhodometra sacraria (Linnaeus, 1767)",35.673328,0.471959,2025-04-11,April,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis,Borago officinalis L.,36.47916,6.217137,2025-04-24,April,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus serinus,"Serinus serinus (Linnaeus, 1766)",35.305812,-0.093992,2025-06-26,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,"Pararge aegeria (Linnaeus, 1758)",36.548177,4.419668,2025-04-02,April,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,"Loxia curvirostra Linnaeus, 1758",36.319315,4.836773,2025-03-22,March,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Neoplagionotus,Neoplagionotus scalaris,"Plagionotus scalaris Villiers, 1946",35.812863,4.79521,2025-05-28,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Protaetia,Protaetia morio,"Protaetia morio (Fabricius, 1781)",36.721668,5.03149,2025-06-06,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera littoralis,"Spodoptera littoralis (Boisduval, 1833)",36.616627,3.122572,2025-08-12,August,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia canina,Scrophularia canina L.,36.495813,4.246252,2025-07-17,July,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,"Apis mellifera Linnaeus, 1758",36.155937,4.223758,2025-06-09,June,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Cedrus,Cedrus atlantica,Cedrus atlantica (Endl.) Manetti ex Carriere,36.688625,4.606162,2025-07-16,July,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",36.324994,4.928728,2025-04-29,April,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,Reseda alba,Reseda alba L.,36.44662,4.349079,2025-05-16,May,2025
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"Ardea ibis Linnaeus, 1758",36.131948,4.67375,2025-02-06,February,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,"Vanessa cardui (Linnaeus, 1758)",36.747831,2.971236,2025-06-27,June,2025
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,"Calidris ferruginea (Pontoppidan, 1763)",35.786592,-0.119713,2025-09-05,September,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe moesta,"Oenanthe moesta (Lichtenstein, 1823)",34.670396,3.250376,2025-01-24,January,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,Cistus clusii,Cistus clusii Dunal,36.335273,4.450029,2025-04-04,April,2025
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,Echium creticum,Echium creticum L.,36.311369,4.488788,2025-04-03,April,2025
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Deraeocoris,Deraeocoris punctum,"Deraeocoris punctum (Rambur, 1839)",36.691791,3.053834,2025-05-28,May,2025
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,36.349719,6.768735,2025-03-05,March,2025
Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,Smilax aspera,Smilax aspera L.,36.769741,5.105587,2025-06-19,June,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,Euphorbia helioscopia L.,35.814234,7.438355,2025-04-26,April,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.269165,4.846564,2025-02-28,February,2025
Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,"Cornu aspersum (O.F.Müller, 1774)",36.80092,4.038094,2025-01-31,January,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,Gyps fulvus,"Gyps fulvus (Hablizl, 1783)",36.463162,4.189779,2025-07-26,July,2025
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps cristatus,"Podiceps cristatus (Linnaeus, 1758)",36.231571,6.282664,2025-02-04,February,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-07,August,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus monspessulanus,Astragalus monspessulanus subsp. gypsophilus Rouy,36.294277,4.50554,2025-04-04,April,2025
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,Euphorbia helioscopia L.,36.718453,3.593732,2025-02-15,February,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",36.792633,3.001256,2025-03-04,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Rhodanthidium,Rhodanthidium sticticum,"Rhodanthidium sticticum (Fabricius, 1787)",36.282553,4.501098,2025-04-22,April,2025
Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,Fulica atra,"Fulica atra Linnaeus, 1758",35.305812,-0.093992,2025-09-26,September,2025
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes troglodytes,"Troglodytes troglodytes (Linnaeus, 1758)",36.306816,4.8757,2025-03-28,March,2025
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium ceterach,Asplenium ceterach L.,36.468428,4.19075,2025-07-17,July,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula germanica,"Vespula germanica (Fabricius, 1793)",35.305812,-0.093992,2025-07-24,July,2025
Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellionides,Porcellionides sexfasciatus,"Porcellionides sexfasciatus (Budde-Lund, 1885)",35.760698,-0.556814,2025-01-19,January,2025
Animalia,Arthropoda,Arachnida,Araneae,Phrurolithidae,Liophrurillus,Liophrurillus flavitarsis,"Liophrurillus flavitarsis (Lucas, 1846)",36.42676,2.876538,2025-02-22,February,2025
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus bonelli,"Phylloscopus bonelli (Vieillot, 1819)",36.324994,4.928728,2025-03-22,March,2025
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,"Phoenicopterus roseus Pallas, 1811",36.765841,3.338922,2025-09-12,September,2025
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva sylvestris,Malva sylvestris var. sylvestris,34.905304,3.383553,2025-05-24,May,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas crecca,"Anas crecca Linnaeus, 1758",36.762635,3.337522,2025-01-31,January,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,Hyles livornica,"Hyles livornica Esper, 1780",36.759962,5.084259,2025-07-04,July,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",35.305812,-0.093992,2025-08-07,August,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,Lavandula multifida,Lavandula multifida L.,35.868721,0.761519,2025-03-14,March,2025
Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Aiolopus,Aiolopus puissanti,"Aiolopus puissanti Defaut, 2005",36.747689,2.969173,2025-09-10,September,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,Sceliphron madraspatanum,"Sceliphron madraspatanum (Fabricius, 1781)",36.71131,2.956523,2025-09-18,September,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",36.176364,4.709611,2025-08-09,August,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla spodiogenys,"Fringilla spodiogenys Bonaparte, 1841",35.305812,-0.093992,2025-08-22,August,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,Narcissus tazetta,Narcissus tazetta L.,36.404709,6.67899,2025-01-20,January,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula clypeata,"Spatula clypeata (Linnaeus, 1758)",36.771716,3.335114,2025-01-11,January,2025
Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus halepensis,Pinus halepensis Mill.,34.675319,-0.237932,2025-02-08,February,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lavandula,Lavandula stoechas,Lavandula stoechas L.,36.727597,5.033647,2025-03-12,March,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla spodiogenys,"Fringilla spodiogenys Bonaparte, 1841",35.305812,-0.093992,2025-08-02,August,2025
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus afares,Quercus afares Pomel,36.446631,5.910246,2025-06-25,June,2025
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene fuscata,Silene fuscata Brot.,36.272352,6.503836,2025-03-12,March,2025
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,"Turdus merula Linnaeus, 1758",35.305812,-0.093992,2025-09-15,September,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea ochrata,"Idaea ochrata (Scopoli, 1763)",36.818659,4.445355,2025-06-13,June,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Aricia,Aricia cramera,"Aricia cramera (Eschscholtz, 1821)",36.269165,4.846564,2025-05-09,May,2025
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa corymbifera,Rosa corymbifera Borkh.,36.40004,6.676641,2025-07-17,July,2025
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Pistorinia,Pistorinia breviflora,Pistorinia breviflora subsp. breviflora,34.920961,3.368054,2025-05-24,May,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",35.305812,-0.093992,2025-05-24,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Trichodes,Trichodes leucopsideus,"Trichodes leucopsideus (Olivier, 1800)",36.482404,4.796903,2025-05-17,May,2025
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,Ocypus olens,"Ocypus olens (O.F.Müller, 1764)",36.752436,5.033553,2025-10-19,October,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus serinus,"Serinus serinus (Linnaeus, 1766)",35.915226,0.74758,2025-03-01,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,"Apis mellifera Linnaeus, 1758",36.748361,2.973836,2025-09-16,September,2025
Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,"Periparus ater ledouci (Malherbe, 1845)",36.324994,4.928728,2025-04-10,April,2025
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Heliothis,Heliothis peltigera,"Heliothis peltigera (Denis & Schiffermüller) , 1775",36.269165,4.846564,2025-05-12,May,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus,"Chroicocephalus ridibundus (Linnaeus, 1766)",31.511072,-2.772019,2025-02-02,February,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,Erithacus rubecula,"Erithacus rubecula (Linnaeus, 1758)",36.52358,6.784814,2025-04-30,April,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)",36.698813,3.357242,2025-03-11,March,2025
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla spodiogenys,"Fringilla spodiogenys Bonaparte, 1841",36.282181,4.500839,2025-04-01,April,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",35.863052,0.774273,2025-03-21,March,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus ruderatus,"Bombus ruderatus (Fabricius, 1775)",36.660504,4.614048,2025-06-01,June,2025
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calicotome,Calicotome intermedia,Calicotome intermedia (Salzm. ex C.Presl) Boiss. ex Rchb.f.,35.671963,-1.025074,2025-07-25,July,2025
Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus michahellis,"Larus michahellis J.F.Naumann, 1840",36.767502,3.33816,2025-01-11,January,2025
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus roseus,"Phoenicopterus roseus Pallas, 1811",36.764538,3.336809,2025-09-12,September,2025
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Olea europaea,Olea europaea subsp. europaea L.,36.333055,4.297485,2025-08-27,August,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura leucocephala,"Oxyura leucocephala (Scopoli, 1769)",36.033986,4.624067,2025-01-21,January,2025
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium onopteris,Asplenium onopteris L.,36.7571,4.419434,2025-02-14,February,2025
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus,"Falco tinnunculus Linnaeus, 1758",35.305812,-0.093992,2025-07-06,July,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Chrysis,Chrysis basalis,"Chrysis basalis Dahlbom, 1854",36.338981,4.466748,2025-04-19,April,2025
Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Scantius,Scantius aegyptius,"Scantius aegyptius (Linnaeus, 1758)",35.305812,-0.093992,2025-08-09,August,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe oenanthe,"Oenanthe oenanthe (Linnaeus, 1758)",35.929137,0.742367,2025-03-31,March,2025
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe hispanica,"Oenanthe hispanica (Linnaeus, 1758)",35.305812,-0.093992,2025-06-15,June,2025
Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris unguicularis,Iris unguicularis Poir.,36.728498,4.498727,2025-02-14,February,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,"Milvus migrans (Boddaert, 1783)",35.305812,-0.093992,2025-07-12,July,2025
Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Liorhyssus,Liorhyssus hyalinus,"Liorhyssus hyalinus (Fabricius, 1794)",36.751422,5.055771,2025-04-17,April,2025
Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax,Anax parthenope,"Anax parthenope (Selys, 1839)",36.748184,2.968934,2025-06-07,June,2025
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,Eremophila bilopha,"Eremophila bilopha (Temminck, 1823)",34.793414,3.595072,2025-01-25,January,2025
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus unicolor,"Sturnus unicolor Temminck, 1820",36.285029,6.565573,2025-03-28,March,2025
Animalia,Arthropoda,Insecta,Orthoptera,Pamphagidae,Pamphagus,Pamphagus milevitanus,"Pamphagus milevitanus Benkenana & Massa, 2017",36.725239,5.033228,2025-02-21,February,2025
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anochetus,Anochetus ghilianii,"Anochetus ghilianii (Spinola, 1851)",35.617349,1.809756,2025-03-27,March,2025
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba palumbus,"Columba palumbus Linnaeus, 1758",34.507278,-1.259746,2025-09-27,September,2025
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus afares,Quercus afares Pomel,36.633566,4.606702,2025-07-16,July,2025
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,Aquila fasciata,"Aquila fasciata Vieillot, 1822",36.42676,2.876538,2025-02-22,February,2025
Animalia,Arthropoda,Insecta,Odonata,Platycnemididae,Platycnemis,Platycnemis subdilatata,"Platycnemis subdilatata Selys, 1849",35.305812,-0.093992,2025-08-06,August,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya nyroca,"Aythya nyroca (Güldenstädt, 1770)",36.697163,5.136508,2025-02-14,February,2025
Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula clypeata,"Spatula clypeata (Linnaeus, 1758)",36.762778,3.337264,2025-01-31,January,2025
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia monelli,Lysimachia monelli (L.) U.Manns & Anderb.,34.671665,-0.230248,2025-02-26,February,2025
